지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),풍향(16방위),습도(%),현지기압(hPa),해면기압(hPa),일조(hr),일사(MJ/m2)
188,성산,2019-09-06 00:00,25,,1,50,95,1008.2,1010.5,,
188,성산,2019-09-06 01:00,25.5,,1.2,110,95,1007.6,1009.9,,
188,성산,2019-09-06 02:00,25.5,,1.4,110,94,1006.8,1009.1,,
188,성산,2019-09-06 03:00,25.7,,1.6,110,94,1006.2,1008.5,,
188,성산,2019-09-06 04:00,25.9,,1.5,110,94,1005.9,1008.2,,
188,성산,2019-09-06 05:00,26.1,,2.8,110,94,1005.7,1008,,
188,성산,2019-09-06 06:00,25.9,,3.3,140,92,1005.8,1008.1,,
188,성산,2019-09-06 07:00,26.7,,3.6,140,89,1005.8,1008.1,.3,
188,성산,2019-09-06 08:00,27.2,,4.3,140,86,1005.9,1008.2,.4,
188,성산,2019-09-06 09:00,27.7,,3.9,140,84,1005.7,1008,.1,
188,성산,2019-09-06 10:00,28.1,,4.8,140,80,1006,1008.3,.2,
188,성산,2019-09-06 11:00,27.5,,4.9,140,83,1005.4,1007.7,.1,
188,성산,2019-09-06 12:00,27.4,,4.6,140,83,1004,1006.3,0,
188,성산,2019-09-06 13:00,27.7,,4.5,110,82,1003.4,1005.7,0,
188,성산,2019-09-06 14:00,27.5,,4.3,110,82,1002.5,1004.8,0,
188,성산,2019-09-06 15:00,26.6,0,5.3,140,88,1001.8,1004.1,0,
188,성산,2019-09-06 16:00,26.1,2,4.9,110,90,1001,1003.3,0,
188,성산,2019-09-06 17:00,25.6,2.5,6.5,140,92,1000.5,1002.8,0,
188,성산,2019-09-06 18:00,25.7,4.1,6.7,110,92,999,1001.3,0,
188,성산,2019-09-06 19:00,25.9,31.3,12.6,140,93,998.9,1001.2,0,
188,성산,2019-09-06 20:00,25.9,,11.1,140,90,997.9,1000.2,,
188,성산,2019-09-06 21:00,26.4,0,13.4,140,87,996.9,999.2,,
188,성산,2019-09-06 22:00,26.7,.3,15,160,88,995.8,998.1,,
188,성산,2019-09-06 23:00,26.7,2.3,14.6,160,89,994,996.3,,
188,성산,2019-09-07 00:00,27.1,1.2,15.3,180,87,993,995.3,,
188,성산,2019-09-07 01:00,27.4,.6,16.9,180,85,991.3,993.6,,
188,성산,2019-09-07 02:00,27.4,0,16,180,84,990.3,992.6,,
188,성산,2019-09-07 03:00,27.3,.1,14.8,180,86,989.8,992.1,,
188,성산,2019-09-07 04:00,27.1,1.8,10.1,180,86,991.2,993.5,,
188,성산,2019-09-07 05:00,26.8,0,12.4,180,86,991.9,994.2,,
188,성산,2019-09-07 06:00,26.6,0,14.8,180,86,992.2,994.5,,
188,성산,2019-09-07 07:00,25.7,0,11.7,180,91,993.8,996.1,0,
188,성산,2019-09-07 08:00,25.7,.2,11.5,180,91,995.3,997.6,.1,
188,성산,2019-09-07 09:00,26.6,,9,180,85,997.5,999.8,.4,
188,성산,2019-09-07 10:00,27.1,0,9.4,180,81,999.2,1001.5,.3,
188,성산,2019-09-07 11:00,27.5,,10.2,180,81,1000.2,1002.5,.8,
188,성산,2019-09-07 12:00,27,,8.8,180,81,1000.7,1003,.7,
188,성산,2019-09-07 13:00,28.1,,8,180,79,1001.4,1003.7,.6,
188,성산,2019-09-07 14:00,27.1,,6.5,180,81,1002,1004.3,.7,
188,성산,2019-09-07 15:00,27,,7,180,80,1002.5,1004.8,.3,
188,성산,2019-09-07 16:00,27.6,,5.4,180,79,1003,1005.3,.7,
188,성산,2019-09-07 17:00,27,,4.3,180,79,1003.6,1005.9,.8,
188,성산,2019-09-07 18:00,26,,3.9,180,84,1004.1,1006.4,.6,
188,성산,2019-09-07 19:00,25.2,,3.1,180,88,1004.4,1006.7,.1,
188,성산,2019-09-07 20:00,24.6,,1.7,180,91,1004.9,1007.2,,
188,성산,2019-09-07 21:00,23.8,,.6,180,93,1005.4,1007.7,,
188,성산,2019-09-07 22:00,23.2,,.4,0,95,1005.9,1008.2,,
188,성산,2019-09-07 23:00,23.1,,.5,180,95,1006.1,1008.4,,
188,성산,2019-09-08 00:00,23.1,,.5,180,95,1006.1,1008.4,,
188,성산,2019-09-08 01:00,22.8,,.4,0,96,1005.8,1008.1,,
188,성산,2019-09-08 02:00,22.6,,.2,0,96,1005.4,1007.7,,
188,성산,2019-09-08 03:00,22.4,,.3,0,96,1005,1007.3,,
188,성산,2019-09-08 04:00,22.8,,.5,180,96,1005,1007.3,,
188,성산,2019-09-08 05:00,22.9,,.3,0,95,1005.2,1007.5,,
188,성산,2019-09-08 06:00,22.8,,1.2,180,94,1005.7,1008,,
188,성산,2019-09-08 07:00,23.2,,.7,180,94,1005.9,1008.2,0,
188,성산,2019-09-08 08:00,23.9,,1.2,180,94,1006.2,1008.5,0,
188,성산,2019-09-08 09:00,24.6,,2.1,180,93,1006.4,1008.7,0,
188,성산,2019-09-08 10:00,25,,2.7,180,88,1006.5,1008.8,0,
188,성산,2019-09-08 11:00,25,.1,1.6,180,90,1006.6,1008.9,0,
188,성산,2019-09-08 12:00,24,4.1,2.7,180,94,1006.3,1008.6,0,
188,성산,2019-09-08 13:00,23.7,6.6,3.4,180,95,1005.9,1008.2,0,
188,성산,2019-09-08 14:00,23.5,9.7,3.1,180,95,1005.4,1007.7,0,
188,성산,2019-09-08 15:00,23.1,8,3.5,180,95,1005,1007.3,0,
188,성산,2019-09-08 16:00,23.7,.7,3.1,180,94,1005.2,1007.5,0,
188,성산,2019-09-08 17:00,23.8,.1,1.7,180,94,1005.5,1007.8,0,
188,성산,2019-09-08 18:00,23.4,.5,2.6,180,95,1005.6,1007.9,0,
188,성산,2019-09-08 19:00,23.2,,1.4,180,95,1005.8,1008.1,0,
188,성산,2019-09-08 20:00,23.3,,2.2,180,95,1006.5,1008.8,,
188,성산,2019-09-08 21:00,23.3,,1,180,95,1006.8,1009.1,,
188,성산,2019-09-08 22:00,23.5,,1.9,180,95,1006.9,1009.2,,
188,성산,2019-09-08 23:00,23.7,,1.1,180,95,1006.4,1008.7,,
188,성산,2019-09-09 00:00,24.3,.5,2.3,180,95,1006.1,1008.4,,
188,성산,2019-09-09 01:00,24.4,.2,3.1,180,95,1005.8,1008.1,,
188,성산,2019-09-09 02:00,24.1,0,2.8,180,95,1005.5,1007.8,,
188,성산,2019-09-09 03:00,24.7,,2,180,94,1005.3,1007.6,,
188,성산,2019-09-09 04:00,25.5,,2.9,180,95,1004.5,1006.8,,
188,성산,2019-09-09 05:00,26,.9,5,180,93,1004.4,1006.7,,
188,성산,2019-09-09 06:00,26,.3,4.2,180,94,1004.8,1007.1,,
188,성산,2019-09-09 07:00,26.4,.1,4.7,180,94,1004.8,1007.1,0,
188,성산,2019-09-09 08:00,27.2,,4.8,180,90,1005.2,1007.5,.3,
188,성산,2019-09-09 09:00,27.1,0,6,180,89,1005.5,1007.8,.3,
188,성산,2019-09-09 10:00,27.7,,5.5,180,87,1005.6,1007.9,.3,
188,성산,2019-09-09 11:00,28.5,,5.1,160,83,1005.3,1007.6,1,
188,성산,2019-09-09 12:00,27.8,,3.7,110,86,1004.3,1006.6,.3,
188,성산,2019-09-09 13:00,27.4,,4.3,110,86,1003.7,1006,0,
188,성산,2019-09-09 14:00,25.7,1.5,1.4,200,94,1002.6,1004.9,.2,
188,성산,2019-09-09 15:00,26.1,.5,5.1,250,93,1003.3,1005.6,0,
188,성산,2019-09-09 16:00,26.5,,5.1,230,90,1003.7,1006,.1,
188,성산,2019-09-09 17:00,26.5,,5,230,90,1004.4,1006.7,.1,
188,성산,2019-09-09 18:00,26.4,,4.9,250,89,1005.3,1007.6,0,
188,성산,2019-09-09 19:00,26.1,,4.4,230,90,1005.9,1008.2,0,
188,성산,2019-09-09 20:00,25.9,,4.3,250,90,1006.9,1009.2,,
188,성산,2019-09-09 21:00,25.8,,4.3,250,91,1007.7,1010,,
188,성산,2019-09-09 22:00,25.9,,3.2,250,89,1008.1,1010.4,,
188,성산,2019-09-09 23:00,25.6,,3,230,91,1008.4,1010.7,,
188,성산,2019-09-10 00:00,25.6,,3.2,250,90,1008.7,1011,,
188,성산,2019-09-10 01:00,25.4,,4,250,90,1008.4,1010.7,,
188,성산,2019-09-10 02:00,25.2,,3.6,250,89,1008.4,1010.7,,
188,성산,2019-09-10 03:00,25.1,,3.5,250,89,1008.4,1010.7,,
188,성산,2019-09-10 04:00,24.9,,2.7,250,89,1009.1,1011.4,,
188,성산,2019-09-10 05:00,25,,3.2,250,89,1009.5,1011.8,,
188,성산,2019-09-10 06:00,25.1,,2.8,250,90,1009.7,1012,,
188,성산,2019-09-10 07:00,25.5,,3.1,250,91,1010.6,1012.9,0,
188,성산,2019-09-10 08:00,26.7,,4.4,250,87,1010.8,1013.1,1,
188,성산,2019-09-10 09:00,27.7,,5.2,250,78,1011.3,1013.6,1,
188,성산,2019-09-10 10:00,27.2,,4.4,230,85,1011.4,1013.7,.2,
188,성산,2019-09-10 11:00,27.2,,4.5,230,85,1011.6,1013.9,.1,
188,성산,2019-09-10 12:00,27.3,,5,230,85,1011.4,1013.7,.1,
188,성산,2019-09-10 13:00,28.7,,4,230,79,1010.8,1013.1,.8,
188,성산,2019-09-10 14:00,28.4,,4.4,230,80,1010.8,1013.1,.9,
188,성산,2019-09-10 15:00,28.9,,3.6,230,82,1010.6,1012.9,1,
188,성산,2019-09-10 16:00,27.5,,3.4,230,85,1010.5,1012.8,.7,
188,성산,2019-09-10 17:00,27.2,,3.2,230,85,1010.7,1013,.4,
188,성산,2019-09-10 18:00,26.9,,2.4,230,86,1010.7,1013,0,
188,성산,2019-09-10 19:00,26.5,,2.4,270,82,1011,1013.3,0,
188,성산,2019-09-10 20:00,25.7,,1.6,320,87,1011.6,1013.9,,
188,성산,2019-09-10 21:00,25.5,,.6,140,88,1012,1014.3,,
188,성산,2019-09-10 22:00,25.5,,.1,0,88,1012.2,1014.5,,
188,성산,2019-09-10 23:00,25,,1,290,86,1012.4,1014.7,,
188,성산,2019-09-11 00:00,25,,.7,320,86,1012.3,1014.6,,
188,성산,2019-09-11 01:00,24.8,,1.2,360,91,1012.1,1014.4,,
188,성산,2019-09-11 02:00,24.7,,.8,230,92,1011.9,1014.2,,
188,성산,2019-09-11 03:00,24.5,,1.7,250,94,1011.7,1014,,
188,성산,2019-09-11 04:00,25.4,,2.2,270,93,1011.7,1014,,
188,성산,2019-09-11 05:00,25.2,,1.5,290,94,1011.7,1014,,
188,성산,2019-09-11 06:00,25.3,,2.3,270,94,1011.9,1014.2,,
188,성산,2019-09-11 07:00,26.1,,2.2,270,92,1012.2,1014.5,0,
188,성산,2019-09-11 08:00,27.7,,2.4,230,88,1012.4,1014.7,.6,
188,성산,2019-09-11 09:00,28.5,,2.3,270,84,1012.5,1014.8,.7,
188,성산,2019-09-11 10:00,26.8,,1.4,70,83,1012.8,1015.1,.2,
188,성산,2019-09-11 11:00,29.4,,2,160,74,1012.4,1014.7,.8,
188,성산,2019-09-11 12:00,29.4,,2.3,160,75,1012,1014.3,1,
188,성산,2019-09-11 13:00,27.5,,2.6,70,78,1011.6,1013.9,.6,
188,성산,2019-09-11 14:00,27.8,,1.9,70,79,1011.1,1013.4,0,
188,성산,2019-09-11 15:00,27.3,,2.4,70,79,1010.9,1013.2,.1,
188,성산,2019-09-11 16:00,27.4,,2.6,50,80,1010.9,1013.2,.2,
188,성산,2019-09-11 17:00,26.6,,2.2,50,83,1011.2,1013.5,0,
188,성산,2019-09-11 18:00,26,,2.4,50,86,1011.2,1013.5,0,
188,성산,2019-09-11 19:00,25.7,,1.9,50,87,1011.1,1013.4,0,
188,성산,2019-09-11 20:00,24.9,,.7,50,91,1011.8,1014.1,,
188,성산,2019-09-11 21:00,24.7,,1.4,20,90,1012.1,1014.4,,
188,성산,2019-09-11 22:00,24.5,,1.4,70,90,1012.7,1015,,
188,성산,2019-09-11 23:00,24.1,,2.5,50,91,1012.6,1014.9,,
188,성산,2019-09-12 00:00,24.3,,1.9,20,91,1012.5,1014.8,,
188,성산,2019-09-12 01:00,24.1,,1.3,20,93,1012.1,1014.4,,
188,성산,2019-09-12 02:00,25.3,,4.4,110,91,1011.7,1014,,
188,성산,2019-09-12 03:00,25.2,,4.4,110,89,1011.5,1013.8,,
188,성산,2019-09-12 04:00,25.2,,4.4,110,89,1011.5,1013.8,,
188,성산,2019-09-12 05:00,25.2,,5,110,88,1011.7,1014,,
188,성산,2019-09-12 06:00,25.1,,5,110,89,1011.7,1014,,
188,성산,2019-09-12 07:00,24.7,,4.9,90,89,1012.1,1014.4,0,
188,성산,2019-09-12 08:00,24.7,,5.3,110,87,1012.5,1014.8,0,
188,성산,2019-09-12 09:00,24.9,,5.7,90,86,1012.9,1015.2,0,
188,성산,2019-09-12 10:00,24.8,,5.3,90,85,1012.9,1015.2,0,
188,성산,2019-09-12 11:00,25.2,,6.2,90,83,1012.8,1015.1,.1,
188,성산,2019-09-12 12:00,24.7,,6.1,90,84,1012.5,1014.8,0,
188,성산,2019-09-12 13:00,24.6,,5.3,90,83,1012.3,1014.6,0,
188,성산,2019-09-12 14:00,24.6,,6.7,90,79,1011.8,1014.1,0,
188,성산,2019-09-12 15:00,24.5,,6.2,90,80,1011.4,1013.7,0,
188,성산,2019-09-12 16:00,24.3,,5.8,90,80,1011.1,1013.4,0,
188,성산,2019-09-12 17:00,24,,5.2,90,80,1011.3,1013.6,0,
188,성산,2019-09-12 18:00,23.8,,5.1,90,79,1011.5,1013.8,0,
188,성산,2019-09-12 19:00,23.6,,4.4,90,80,1011.7,1014,0,
188,성산,2019-09-12 20:00,23.8,,4.6,90,77,1012,1014.3,,
188,성산,2019-09-12 21:00,23.8,,5.3,90,76,1012.4,1014.7,,
188,성산,2019-09-12 22:00,23.9,,5.1,90,74,1012.3,1014.6,,
188,성산,2019-09-12 23:00,23.5,,4.8,90,78,1012.1,1014.4,,
188,성산,2019-09-13 00:00,23.3,,4.4,90,78,1011.8,1014.1,,
188,성산,2019-09-13 01:00,23.2,,4.3,90,77,1011.2,1013.5,,
188,성산,2019-09-13 02:00,23.3,,4.8,90,77,1011,1013.3,,
188,성산,2019-09-13 03:00,23,,4.3,70,77,1010.9,1013.2,,
188,성산,2019-09-13 04:00,22.9,,4.1,70,78,1010.6,1012.9,,
188,성산,2019-09-13 05:00,23,,4.4,90,79,1010.5,1012.8,,
188,성산,2019-09-13 06:00,22.8,,3.9,70,79,1010.8,1013.1,,
188,성산,2019-09-13 07:00,23.2,,4.7,90,79,1010.7,1013,.1,
188,성산,2019-09-13 08:00,23.9,,4.2,90,77,1010.8,1013.1,.5,
188,성산,2019-09-13 09:00,24.7,,4.9,90,75,1010.9,1013.2,.9,
188,성산,2019-09-13 10:00,24.6,,5.6,90,75,1011,1013.3,.9,
188,성산,2019-09-13 11:00,24.4,,4.8,90,77,1010.7,1013,.3,
188,성산,2019-09-13 12:00,24.4,,4,90,76,1010.5,1012.8,.1,
188,성산,2019-09-13 13:00,24.4,,5.6,90,76,1010.2,1012.5,0,
188,성산,2019-09-13 14:00,25.1,,5,90,74,1009.6,1011.9,.6,
188,성산,2019-09-13 15:00,25.4,,5.5,90,73,1008.9,1011.2,1,
188,성산,2019-09-13 16:00,25.5,,5,90,72,1008.9,1011.2,1,
188,성산,2019-09-13 17:00,25.1,,4.9,90,71,1008.9,1011.2,1,
188,성산,2019-09-13 18:00,24.5,,4.4,90,69,1009.3,1011.6,1,
188,성산,2019-09-13 19:00,24,,4.4,90,70,1009.6,1011.9,.4,
188,성산,2019-09-13 20:00,24.1,,4,90,69,1010.3,1012.6,,
188,성산,2019-09-13 21:00,24,,3.5,70,69,1010.7,1013,,
188,성산,2019-09-13 22:00,23.6,,2.7,90,71,1010.6,1012.9,,
188,성산,2019-09-13 23:00,23.8,,3.1,90,74,1010.4,1012.7,,
188,성산,2019-09-14 00:00,23.5,,2.6,90,76,1010.3,1012.6,,
188,성산,2019-09-14 01:00,22.5,,1.7,50,80,1009.9,1012.2,,
188,성산,2019-09-14 02:00,21.5,,1.5,20,85,1009.7,1012.1,,
188,성산,2019-09-14 03:00,21.4,,1.9,50,88,1009.5,1011.9,,
188,성산,2019-09-14 04:00,21.1,,1.4,20,89,1009.4,1011.8,,
188,성산,2019-09-14 05:00,20.7,,1.2,20,89,1009.4,1011.8,,
188,성산,2019-09-14 06:00,20.7,,1.4,360,87,1009.6,1012,,
188,성산,2019-09-14 07:00,21.4,,2.6,20,84,1009.9,1012.3,.5,
188,성산,2019-09-14 08:00,23.5,,2.5,50,77,1010.1,1012.4,1,
188,성산,2019-09-14 09:00,24.5,,3.5,50,70,1010,1012.3,1,
188,성산,2019-09-14 10:00,25.6,,4.2,50,68,1010.3,1012.6,1,
188,성산,2019-09-14 11:00,25.8,,4.5,70,62,1010,1012.3,1,
188,성산,2019-09-14 12:00,26.4,,4.1,70,66,1009.3,1011.6,1,
188,성산,2019-09-14 13:00,26.4,,3.6,50,62,1009.1,1011.4,1,
188,성산,2019-09-14 14:00,26.5,,3.9,90,62,1008.6,1010.9,1,
188,성산,2019-09-14 15:00,26.8,,2.8,20,59,1008.3,1010.6,1,
188,성산,2019-09-14 16:00,27,,2.4,360,57,1008,1010.3,1,
188,성산,2019-09-14 17:00,27,,2.4,20,57,1008,1010.3,1,
188,성산,2019-09-14 18:00,25.7,,2.1,360,66,1008,1010.3,1,
188,성산,2019-09-14 19:00,23.9,,1.2,360,74,1008.2,1010.5,.4,
188,성산,2019-09-14 20:00,23.4,,.7,50,75,1008.8,1011.1,,
188,성산,2019-09-14 21:00,23.6,,3.6,340,74,1009.1,1011.4,,
188,성산,2019-09-14 22:00,23.7,,4.1,360,74,1009.2,1011.5,,
188,성산,2019-09-14 23:00,23.4,,3.3,360,79,1009.2,1011.5,,
188,성산,2019-09-15 00:00,23.4,,3.4,360,79,1008.7,1011,,
188,성산,2019-09-15 01:00,22.8,,2.1,20,82,1008.3,1010.6,,
188,성산,2019-09-15 02:00,22.7,,2.4,20,81,1007.8,1010.1,,
188,성산,2019-09-15 03:00,22.6,,1.4,340,82,1007.7,1010,,
188,성산,2019-09-15 04:00,22.7,,2.3,20,82,1007.3,1009.6,,
188,성산,2019-09-15 05:00,22.5,,2.1,360,84,1007.5,1009.8,,
188,성산,2019-09-15 06:00,22.5,,2.1,360,83,1007.3,1009.6,,
188,성산,2019-09-15 07:00,23,,1.6,360,83,1007.9,1010.2,.4,
188,성산,2019-09-15 08:00,24.8,,2.1,20,79,1008,1010.3,1,
188,성산,2019-09-15 09:00,25.9,,2.7,20,74,1008.3,1010.6,1,
188,성산,2019-09-15 10:00,26.9,,2.7,360,71,1008.3,1010.6,1,
188,성산,2019-09-15 11:00,27.8,,3.2,70,66,1008,1010.3,1,
188,성산,2019-09-15 12:00,28.2,,3.8,70,67,1007.4,1009.7,1,
188,성산,2019-09-15 13:00,27.8,,3.8,50,63,1007,1009.3,1,
188,성산,2019-09-15 14:00,28.7,,3.5,70,58,1006.5,1008.8,1,
188,성산,2019-09-15 15:00,27.6,,4,70,64,1006.3,1008.6,1,
188,성산,2019-09-15 16:00,27.6,,4.1,70,63,1006.2,1008.5,1,
188,성산,2019-09-15 17:00,26.3,,4.5,70,73,1006.4,1008.7,1,
188,성산,2019-09-15 18:00,25.6,,3.1,70,77,1006.4,1008.7,1,
188,성산,2019-09-15 19:00,24.4,,1.3,20,81,1006.6,1008.9,.4,
188,성산,2019-09-15 20:00,23.8,,2.2,360,83,1007.1,1009.4,,
188,성산,2019-09-15 21:00,23.6,,1.6,20,86,1007.8,1010.1,,
188,성산,2019-09-15 22:00,23.5,,1.5,360,89,1008,1010.3,,
188,성산,2019-09-15 23:00,23.4,,2.6,50,90,1008,1010.3,,
188,성산,2019-09-16 00:00,23.5,,1.5,20,89,1007.6,1009.9,,
188,성산,2019-09-16 01:00,24,,3.3,70,87,1007.4,1009.7,,
188,성산,2019-09-16 02:00,23.8,,3,70,87,1007,1009.3,,
188,성산,2019-09-16 03:00,23.8,,2.8,70,86,1006.7,1009,,
188,성산,2019-09-16 04:00,23.6,,2.4,70,85,1006.5,1008.8,,
188,성산,2019-09-16 05:00,23.7,,2.7,70,84,1006.6,1008.9,,
188,성산,2019-09-16 06:00,23.7,,3,70,83,1007,1009.3,,
188,성산,2019-09-16 07:00,23.7,,3,70,84,1007.2,1009.5,0,
188,성산,2019-09-16 08:00,24.6,,3.1,70,80,1007.6,1009.9,.4,
188,성산,2019-09-16 09:00,24.8,,5.2,70,75,1007.9,1010.2,.7,
188,성산,2019-09-16 10:00,25.3,,4,70,73,1008,1010.3,.5,
188,성산,2019-09-16 11:00,25.4,,4,70,73,1008,1010.3,.8,
188,성산,2019-09-16 12:00,25.4,,3.9,50,74,1007.7,1010,.6,
188,성산,2019-09-16 13:00,26.9,,4.3,70,69,1007.3,1009.6,1,
188,성산,2019-09-16 14:00,26.2,,3.8,50,67,1006.8,1009.1,1,
188,성산,2019-09-16 15:00,27.3,,3.4,50,65,1006.3,1008.6,1,
188,성산,2019-09-16 16:00,25.8,,4.4,70,70,1006.5,1008.8,1,
188,성산,2019-09-16 17:00,25.2,,3.3,70,73,1006.9,1009.2,1,
188,성산,2019-09-16 18:00,24.2,,2.8,70,79,1007.2,1009.5,.6,
188,성산,2019-09-16 19:00,23.6,,1.9,50,82,1007.5,1009.8,0,
188,성산,2019-09-16 20:00,23.6,,1.2,50,83,1008,1010.3,,
188,성산,2019-09-16 21:00,23.6,,.8,20,84,1008.6,1010.9,,
188,성산,2019-09-16 22:00,23.7,,1.5,70,82,1008.9,1011.2,,
188,성산,2019-09-16 23:00,24.2,0,3.3,90,74,1009,1011.3,,
188,성산,2019-09-17 00:00,24.4,,4.3,90,66,1009.2,1011.5,,
188,성산,2019-09-17 01:00,23.7,,3.8,90,71,1009.4,1011.7,,
188,성산,2019-09-17 02:00,23.8,,4.8,90,64,1009.6,1011.9,,
188,성산,2019-09-17 03:00,23.1,,3.3,90,69,1009,1011.3,,
188,성산,2019-09-17 04:00,22.8,,3.5,70,72,1009.1,1011.4,,
188,성산,2019-09-17 05:00,22.6,,3.7,90,69,1009.7,1012,,
188,성산,2019-09-17 06:00,22.5,,4.3,70,63,1010.3,1012.6,,
188,성산,2019-09-17 07:00,22.7,,3.6,70,64,1010.9,1013.2,.1,
188,성산,2019-09-17 08:00,23.6,,4.8,70,62,1011.3,1013.6,1,
188,성산,2019-09-17 09:00,23.8,,4.8,70,64,1011.6,1013.9,1,
188,성산,2019-09-17 10:00,24.4,,5.6,90,63,1012,1014.3,.9,
188,성산,2019-09-17 11:00,24.5,,5.5,70,65,1012.1,1014.4,.9,
188,성산,2019-09-17 12:00,25.3,,5.6,90,67,1011.9,1014.2,.9,
188,성산,2019-09-17 13:00,25.1,,5.3,90,67,1011.2,1013.5,.9,
188,성산,2019-09-17 14:00,25.3,,5.9,90,67,1010.8,1013.1,.9,
188,성산,2019-09-17 15:00,25.4,,5.5,70,66,1010.8,1013.1,.9,
188,성산,2019-09-17 16:00,25,,4.9,90,67,1010.1,1012.4,1,
188,성산,2019-09-17 17:00,25.3,,5.8,90,54,1010.6,1012.9,1,
188,성산,2019-09-17 18:00,24.4,,4.2,70,60,1011,1013.3,1,
188,성산,2019-09-17 19:00,23.1,,3.6,50,70,1011.2,1013.5,.3,
188,성산,2019-09-17 20:00,22.2,,2.3,20,73,1011.7,1014.1,,
188,성산,2019-09-17 21:00,22.3,,2.6,50,74,1012.4,1014.8,,
188,성산,2019-09-17 22:00,21.7,,1.6,20,80,1012.3,1014.7,,
188,성산,2019-09-17 23:00,21.1,,1.5,360,77,1012.4,1014.8,,
188,성산,2019-09-18 00:00,20.8,,2.1,360,78,1012.2,1014.6,,
188,성산,2019-09-18 01:00,20.8,,2.1,360,81,1011.9,1014.3,,
188,성산,2019-09-18 02:00,20.5,,1.7,360,83,1012.2,1014.6,,
188,성산,2019-09-18 03:00,20.4,,1,360,82,1011.8,1014.2,,
188,성산,2019-09-18 04:00,20.2,,1.1,360,81,1011.6,1014,,
188,성산,2019-09-18 05:00,20.2,,1.3,360,80,1011.5,1013.9,,
188,성산,2019-09-18 06:00,20,,1.3,360,80,1012,1014.4,,
188,성산,2019-09-18 07:00,20.7,,1.6,50,78,1012.6,1015,.3,
188,성산,2019-09-18 08:00,23,,3,50,71,1012.7,1015,1,
188,성산,2019-09-18 09:00,24,,2.9,20,71,1013,1015.3,1,
188,성산,2019-09-18 10:00,24.9,,3.5,20,62,1013.2,1015.5,1,
188,성산,2019-09-18 11:00,26.4,,4.6,50,52,1013.3,1015.6,1,
188,성산,2019-09-18 12:00,26.9,,3.3,20,49,1013,1015.3,1,
188,성산,2019-09-18 13:00,26.9,,3.6,50,49,1012.8,1015.1,1,
188,성산,2019-09-18 14:00,27.3,,4.4,20,49,1012.2,1014.5,1,
188,성산,2019-09-18 15:00,27.7,,3.4,20,46,1011.9,1014.2,1,
188,성산,2019-09-18 16:00,25.6,,3.7,20,60,1011.8,1014.1,.5,
188,성산,2019-09-18 17:00,24.9,,4.2,360,59,1011.9,1014.2,.4,
188,성산,2019-09-18 18:00,24.2,,5.4,340,63,1012,1014.3,.8,
188,성산,2019-09-18 19:00,22.8,,4.7,340,71,1012.5,1014.8,.3,
188,성산,2019-09-18 20:00,21.9,,4.8,340,71,1012.6,1015,,
188,성산,2019-09-18 21:00,21.4,,5.7,360,69,1013.1,1015.5,,
188,성산,2019-09-18 22:00,20.7,,6.4,50,62,1013.1,1015.5,,
188,성산,2019-09-18 23:00,20.1,,5.4,50,65,1013.5,1015.9,,
188,성산,2019-09-19 00:00,19.7,,6.4,50,68,1013.3,1015.7,,
188,성산,2019-09-19 01:00,19.6,,4.2,50,68,1013.2,1015.6,,
188,성산,2019-09-19 02:00,19.1,,2.9,50,70,1013.5,1015.9,,
188,성산,2019-09-19 03:00,19.4,,2.1,50,72,1013.2,1015.6,,
188,성산,2019-09-19 04:00,20.6,,1.5,320,75,1013.4,1015.8,,
188,성산,2019-09-19 05:00,22.7,,3.9,320,72,1013.6,1015.9,,
188,성산,2019-09-19 06:00,22.7,,4.2,320,74,1014.4,1016.8,,
188,성산,2019-09-19 07:00,22.6,,4.5,320,76,1014.8,1017.2,0,
188,성산,2019-09-19 08:00,23.3,,5.4,320,75,1014.9,1017.2,.5,
188,성산,2019-09-19 09:00,24.1,,5.3,320,72,1015.1,1017.4,1,
188,성산,2019-09-19 10:00,24.9,,6.1,320,60,1015.3,1017.6,1,
188,성산,2019-09-19 11:00,24.1,,5.5,320,61,1015.2,1017.5,1,
188,성산,2019-09-19 12:00,25.4,,5.7,320,57,1014.6,1016.9,1,
188,성산,2019-09-19 13:00,25.5,,5.6,90,53,1014.4,1016.7,1,
188,성산,2019-09-19 14:00,25,,6.6,90,50,1013.8,1016.1,1,
188,성산,2019-09-19 15:00,24.7,,6.4,90,53,1013.5,1015.8,1,
188,성산,2019-09-19 16:00,24.5,,5.6,90,54,1013.5,1015.8,1,
188,성산,2019-09-19 17:00,23.9,,5.6,90,56,1013.6,1015.9,1,
188,성산,2019-09-19 18:00,23.1,,4.1,90,55,1013.4,1015.7,1,
188,성산,2019-09-19 19:00,22.6,,3.6,90,59,1013.6,1015.9,.2,
188,성산,2019-09-19 20:00,22.4,,3.9,70,62,1013.5,1015.9,,
188,성산,2019-09-19 21:00,22.3,,4,70,64,1013.8,1016.2,,
188,성산,2019-09-19 22:00,22,,3.6,70,65,1013.5,1015.9,,
188,성산,2019-09-19 23:00,22.1,,4,70,66,1013.2,1015.6,,
188,성산,2019-09-20 00:00,22.1,,3.5,70,65,1013.2,1015.6,,
188,성산,2019-09-20 01:00,22.1,,3.3,90,64,1012.9,1015.3,,
188,성산,2019-09-20 02:00,22.2,,4.6,90,56,1012.7,1015.1,,
